fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia
20210924 193605	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	52	TRUE	0.0973253380264156	0.766619423075207	1051	496	0.0434751397796034	8065000
20210924 193900	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	452	TRUE	0.0309892652013828	0.661034884222597	5878	811	0.0455486473915275	8156250
20210924 194130	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	161	TRUE	0.0383038769763941	0.732828899677657	1708	626	0.0429638627523273	8686250
20210924 194309	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	80	TRUE	0.0748747620458086	0.548800897393934	3037	795	0.0443316371445987	8702500
20210924 194432	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	104	TRUE	0.098667532416177	0.689273515682481	3563	75	0.0466422396663623	8332500
20210924 194554	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	141	TRUE	0.0757479154525278	0.938602442533709	4893	340	0.0451684849281992	8445000
20210924 195115	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	343	TRUE	0.0301122977212514	0.42082445283737	4886	823	0.045410748259164	8421250
20210924 195723	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	29	TRUE	0.062409268604049	0.406249868126586	283	638	0.0330741754332239	7948750
20210924 195856	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	66	TRUE	0.0899469750773581	0.509983073778823	6794	725	0.0472718931700107	8396250
20210924 200221	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	105	TRUE	0.0518136138216104	0.384731900678016	1869	983	0.0443743181895947	8128750
20210924 200546	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	82	TRUE	0.0539767623712611	0.885292032549903	1371	374	0.0430159888008871	8477500
