Feature	Gain	Cover	Frequency
ctrx_quarter	0.133696996817036	0.0383694837357848	0.0193635748138118
mcaja_ahorro	0.05986853925486	0.0257420071317852	0.0295192958700068
mtarjeta_visa_consumo	0.0571211807678666	0.0245011950934286	0.0228165199729181
cpayroll_trx	0.0533742690728165	0.0376137953682263	0.0027758970886933
mcuentas_saldo	0.0486927001790578	0.0349505344853492	0.0410291130670278
mpayroll	0.0459448883585534	0.0494449290704128	0.0154366960054164
ctarjeta_visa_transacciones	0.0455876194901511	0.0326383922981907	0.0280974949221395
mprestamos_personales	0.0326352544318152	0.0155600248103365	0.00751523358158429
mpasivos_margen	0.0224049256362769	0.0149114370975344	0.0208530805687204
Visa_mpagominimo	0.0222352177337118	0.0391975111726733	0.0299255247122546
mactivos_margen	0.0203724387223309	0.0165874360264484	0.0232904536222072
mrentabilidad_annual	0.0198645201647002	0.0145824368301717	0.0217332430602573
cliente_edad	0.0184853365905342	0.0263299110969756	0.0296547054840894
Visa_msaldototal	0.0165797243119049	0.0156608691745263	0.025050778605281
Master_fechaalta	0.0154380580620271	0.0162959564708422	0.0248476641841571
mtransferencias_recibidas	0.0151833674719151	0.0192302021643654	0.026404874746107
mcomisiones_mantenimiento	0.0149916769382398	0.00606793193841671	0.00636425186188219
Visa_status	0.0148465938861797	0.00886216616373925	0.002708192281652
Master_Fvencimiento	0.0126701908451592	0.0113205590780212	0.0230873392010833
Visa_fechaalta	0.0115852477972025	0.0141214129356494	0.0199729180771835
numero_de_cliente	0.0114886793204502	0.0232624552384267	0.0198375084631009
cproductos	0.0113213704185274	0.0155879510293	0.0117806364251862
mcuenta_corriente	0.0102541006165199	0.00780146376080023	0.0130670277589709
Visa_mfinanciacion_limite	0.0100549120475037	0.00881184333290107	0.0154366960054164
Visa_Fvencimiento	0.00977025806264735	0.00887129512492921	0.014218009478673
mrentabilidad	0.00975939351037416	0.00886997801112568	0.0169939065673663
mcomisiones	0.00952781613498819	0.0113935907675409	0.019634394041977
cliente_antiguedad	0.00934579520902232	0.0142701673144425	0.0207176709546378
ccallcenter_transacciones	0.00898463602863086	0.0100946781142477	0.00541638456330399
chomebanking_transacciones	0.00881341401225824	0.010102751113509	0.0119837508463101
ccomisiones_mantenimiento	0.00863560019931327	0.00738957615925005	0.004739336492891
Visa_mconsumospesos	0.00835722510509554	0.0190559173511997	0.018957345971564
mautoservicio	0.00828969615009575	0.0247809455235259	0.0287068381855112
Master_mlimitecompra	0.00814943912836418	0.0105930013091543	0.014218009478673
Master_status	0.00752776803804991	0.00627001807182328	0.0019634394041977
Master_mfinanciacion_limite	0.00748938315214429	0.00931759800181119	0.0138794854434665
mcuenta_debitos_automaticos	0.00636206163468683	0.0102023124271833	0.0138794854434665
mcaja_ahorro_dolares	0.00619917878752301	0.00716788660358668	0.0122545700744753
cmobile_app_trx	0.00608891050885864	0.00591455062966726	0.0111035883547732
Visa_mlimitecompra	0.00587981900264474	0.00789456440417967	0.00839539607312119
mcomisiones_otras	0.00560870338772536	0.00698853203772028	0.0100203114421124
Master_fultimo_cierre	0.00553334721928615	0.00790789450422571	0.00846310088016249
Visa_cconsumos	0.00540892806413676	0.0123671706341484	0.0169939065673663
Visa_msaldopesos	0.0053212194274469	0.0132117868923037	0.0186865267433988
mtransferencias_emitidas	0.00525089118187891	0.0159803487528868	0.0215301286391334
Visa_mconsumosdolares	0.00516110366733502	0.00722137164299626	0.00771834800270819
Visa_mpagospesos	0.00502636767246615	0.0103930725173225	0.0123899796885579
ccomisiones_otras	0.0049437029485834	0.00900595297969577	0.010832769126608
internet	0.0047250239333155	0.000604515495315918	0.0012863913337847
mttarjeta_visa_debitos_automaticos	0.00454054708266372	0.00371024713517245	0.00758293838862559
matm	0.00449831950313141	0.00430292563790064	0.00744752877454299
ccajas_otras	0.0039460914594941	0.00915109664995851	0.0010832769126608
mpagomiscuentas	0.0038737399553297	0.00702139743344706	0.00792146242383209
ctransferencias_emitidas	0.00374325329329194	0.013131987962897	0.0153689911983751
ctarjeta_debito	0.00373105817559873	0.00203971536398605	0.0038591740013541
ctarjeta_debito_transacciones	0.00360780600213211	0.0154842056084136	0.018280297901151
Master_msaldopesos	0.00356098495605831	0.00519045028453462	0.0044008124576845
ctransferencias_recibidas	0.00333126830468715	0.0044793564382118	0.00683818551117129
Master_msaldototal	0.0031180423107514	0.00497975749368776	0.0050778605280975
Master_mconsumospesos	0.0030346639349085	0.00487973064841047	0.00670277589708869
ccuenta_debitos_automaticos	0.00301968360322048	0.00568811492253946	0.00853080568720379
mtarjeta_master_consumo	0.00288564134123161	0.00376567378199929	0.002708192281652
thomebanking	0.00267341998736869	0.00159554711982012	0.0010832769126608
mplazo_fijo_dolares	0.00254756493259086	0.00822110643759015	0.0018280297901151
ccaja_ahorro	0.00242191892889464	0.0113158924075622	0.0045362220717671
ctarjeta_visa_debitos_automaticos	0.00241071460892881	0.00676121636231857	0.00656736628300609
Master_mpagospesos	0.00233250657446473	0.00525694749996869	0.0048070412999323
tcallcenter	0.00224523754247023	0.00439018442738426	0.0031144211238998
ctarjeta_master	0.00216385357662514	0.000834067993297753	0.0004739336492891
Visa_mpagosdolares	0.0021534493472267	0.0150779952215338	0.0035883547731889
Master_cconsumos	0.00213530180459062	0.00451160869475419	0.0037237643872715
mextraccion_autoservicio	0.00205936661059566	0.00448059974822461	0.00758293838862559
tpaquete4	0.00202093883899167	0.0142257431096469	0.0023019634394042
ctarjeta_master_transacciones	0.00197681746227347	0.00203099516225235	0.0024373730534868
Visa_mconsumototal	0.00189501551086277	0.00248342943097834	0.0036560595802302
Visa_fultimo_cierre	0.00168654614979364	0.00200566343039315	0.0033175355450237
cprestamos_personales	0.00162881111874372	0.0028259925641886	0.0023696682464455
cextraccion_autoservicio	0.00159311728575739	0.00316726129245403	0.0052132701421801
cpagomiscuentas	0.00149839184876155	0.00259220486406267	0.0058903182125931
ccaja_seguridad	0.00137724765265037	0.00276894223396603	0.000812457684495599
cinversion2	0.00125128143821417	0.00369238094060479	0.000744752877454299
Master_mconsumototal	0.00120013664418876	0.00207800817693771	0.0023019634394042
tmobile_app	0.00112539847487566	0.000639583650334807	0.0015572105619499
ccajas_consultas	0.000985833871436243	0.00163099564822193	0.0010155721056195
mforex_sell	0.00086616267120826	0.00237265561833003	0.0027758970886933
Visa_msaldodolares	0.000850673756608832	0.00226355090679482	0.0015572105619499
mdescubierto_preacordado	0.000845463635507323	0.00224961334477905	0.000541638456330399
catm_trx	0.000816932904731507	0.0020952555551063	0.0042654028436019
Master_mconsumosdolares	0.000721023447811905	0.000614564165282477	0.0012863913337847
Visa_mpagado	0.000701083309061325	0.00254407343808726	0.0014895057549086
Master_mpagosdolares	0.000686139831939884	0.00190266172462859	0.0011509817197021
matm_other	0.000564970084253791	0.00299917599770831	0.0023019634394042
mttarjeta_master_debitos_automaticos	0.000516981481628255	0.0017138773051947	0.0011509817197021
ctarjeta_visa	0.000493312455451446	0.00113448916200985	0.000880162491536899
Master_msaldodolares	0.000454326510615681	0.000923790693948317	0.0010155721056195
ccajas_extracciones	0.000412105350104907	0.00311737560714547	0.0015572105619499
ccheques_depositados	0.000351674763855749	0.00146877491623071	0.0003385240352065
cseguro_accidentes_personales	0.000303209992575541	0.00103453612052327	0.000609343263371699
catm_trx_other	0.000297740360905311	0.00103919143655298	0.0014218009478673
cseguro_vida	0.000241468208889019	0.000558075879312272	0.0002031144211239
active_quarter	0.000224306471272867	0.000161062580198463	0.0002708192281652
Master_mpagado	0.000214192753718456	0.00258360956105173	0.0011509817197021
cforex_sell	0.000208577375554658	0.000711712662721888	0.000947867298578199
mprestamos_prendarios	0.000192456032075605	0.00153896799841519	0.0002031144211239
cforex	0.000136150581127887	0.000264211893544459	0.0011509817197021
minversion2	0.000125237581772172	0.00124625648722547	0.0002031144211239
cplazo_fijo	0.000107536918400727	0.000191838760926552	0.0001354096140826
Master_delinquency	0.000102594387589469	0.000851292662607663	0.0004739336492891
Visa_cadelantosefectivo	8.27247514693028e-05	2.69554152549279e-05	6.77048070412999e-05
mcheques_depositados	8.26347679090843e-05	0.00148004986456607	0.0004062288422478
mcaja_ahorro_adicional	7.03476829086281e-05	0.000190515969908355	6.77048070412999e-05
cseguro_vivienda	5.77132505060095e-05	0.000510211282426363	0.0002708192281652
ctarjeta_master_debitos_automaticos	5.4855051723468e-05	0.00068413843106789	0.0002708192281652
Visa_madelantodolares	2.84867240663531e-05	0.000340973513102563	0.0003385240352065
cseguro_auto	2.12558711042782e-05	0.0010897356787633	0.0003385240352065
ccajas_depositos	1.98931543094938e-05	0.00016329372556392	6.77048070412999e-05
Master_madelantopesos	1.07568149570228e-05	0.00010535774985277	0.0004739336492891
mcheques_emitidos	5.549829286119e-06	3.72652370963241e-05	6.77048070412999e-05
Master_cadelantosefectivo	8.35214673553104e-14	5.84809883195055e-05	0.0002708192281652
