Feature	Gain	Cover	Frequency
ctrx_quarter	0.0986540583981204	0.0214176685865683	0.0174018615944962
ctarjeta_visa_transacciones	0.0644226932420667	0.0185491669891436	0.0210441116956698
mcuentas_saldo	0.0642300939066321	0.0310315950707286	0.0360178065560502
cpayroll_trx	0.0634759175845015	0.0294004810348546	0.00637393767705382
mcaja_ahorro	0.0590495392869224	0.019225364178976	0.0222581950627276
mpayroll	0.0551451870345278	0.0440696281857346	0.0174018615944962
mtarjeta_visa_consumo	0.0528910302257232	0.0160295551572301	0.018413597733711
mprestamos_personales	0.0286880876918524	0.0309799410041424	0.0128490489680291
Visa_mpagominimo	0.0262920059583276	0.023559498696225	0.0259004451639013
Visa_msaldopesos	0.0256363124355267	0.00919570262256383	0.0148725212464589
mpasivos_margen	0.0237312512661584	0.0120731308611075	0.0169971671388102
mactivos_margen	0.0222853697264356	0.0261652116392895	0.02853095912586
mrentabilidad_annual	0.0184326722233457	0.0171335133594293	0.0268110076891947
ctarjeta_debito_transacciones	0.0174064470028881	0.0151520272846113	0.0179077296641036
mtransferencias_recibidas	0.0143159346497862	0.0139606397002629	0.0195265074868474
Visa_status	0.0137327899138657	0.0182467529583558	0.0037434237150951
mcomisiones_mantenimiento	0.0130002352583926	0.00609755314469328	0.00687980574666127
ccomisiones_mantenimiento	0.012862481698621	0.0106617205484747	0.00546337515176042
ccomisiones_otras	0.0121982582558739	0.00654316743929826	0.00930797248077701
cproductos	0.0117643925035045	0.0138195129692257	0.0125455281262647
Master_fechaalta	0.0114515123902452	0.015357524283262	0.0248887090246864
Visa_msaldototal	0.0113777161960829	0.0135454133860539	0.0205382436260623
Visa_fechaalta	0.0111172217216843	0.0129585623586727	0.0229664103601781
mautoservicio	0.010776898757541	0.0159072139731689	0.0216511533791987
Master_status	0.0100969999317171	0.0151316632126808	0.00333872925940915
cliente_edad	0.0100836342649475	0.0288518281113377	0.0291380008093889
Visa_mconsumospesos	0.010058822384511	0.0191309469363574	0.0229664103601781
mcuenta_corriente	0.00898416006686429	0.0146921485145028	0.0178065560501821
chomebanking_transacciones	0.00886292602132155	0.0158648330531795	0.01902063941724
Visa_Fvencimiento	0.00865076639324558	0.0119058457165385	0.0202347227842979
Master_mfinanciacion_limite	0.00746232543344497	0.0114296041877552	0.0198300283286119
ccallcenter_transacciones	0.00732979373536014	0.00737061977028529	0.00394577094293808
Master_Fvencimiento	0.00730636543564014	0.0110027259393437	0.0227640631323351
mrentabilidad	0.00722071492267618	0.00974610182368721	0.0147713476325374
cprestamos_personales	0.00674992373299104	0.00630887198538	0.00384459732901659
