Feature	Gain	Cover	Frequency
mpagomiscuentas	0.003313690338658	0.012948858761359	0.00804924242424242
mtarjeta_master_consumo	0.00323762484740929	0.0060609548059083	0.0041824494949495
ctransferencias_recibidas	0.00322884371389274	0.00470423420890254	0.00773358585858586
Visa_mlimitecompra	0.00310024716510994	0.00337891785989762	0.00520833333333333
ccajas_otras	0.0030150818234581	0.0115031825468705	0.00197285353535354
ctarjeta_debito	0.00283874920225116	0.00268234544804596	0.00489267676767677
Master_fultimo_cierre	0.002761443128675	0.00844693263204959	0.00528724747474748
ccaja_ahorro	0.00272677437668929	0.0136169671384849	0.00441919191919192
Visa_fultimo_cierre	0.00267766912045497	0.017592548921172	0.00591856060606061
Master_msaldototal	0.00262664272231859	0.00435474337598176	0.00394570707070707
ccuenta_debitos_automaticos	0.00257475970454449	0.00552579401676714	0.00410353535353535
Master_mpagospesos	0.00243843792368954	0.00822938203352898	0.00536616161616162
Master_mconsumospesos	0.00214380471163263	0.00612519248480815	0.0045770202020202
Visa_mpagosdolares	0.00213149459917847	0.0126574502572053	0.00583964646464647
ccaja_seguridad	0.00196362827364595	0.00934911220648408	0.00260416666666667
Master_cconsumos	0.00195004201580054	0.00566150553114978	0.00394570707070707
tpaquete4	0.0018963078546225	0.0083297018586383	0.0022885101010101
mdescubierto_preacordado	0.00156542555259257	0.00800441479424155	0.0022885101010101
ctarjeta_master_transacciones	0.00156455328850239	0.00146814649538561	0.00173611111111111
matm	0.00143924308790635	0.00255899080430145	0.00315656565656566
cinversion2	0.00121262218530387	0.00896931052393245	0.00149936868686869
Visa_mpagado	0.00110477746004444	0.00681893381335634	0.00244633838383838
mextraccion_autoservicio	0.00109711846742674	0.0026038600118835	0.00284090909090909
cextraccion_autoservicio	0.00107690953054319	0.00187247304041637	0.00284090909090909
cpagomiscuentas	0.000974877080710669	0.0019160326883384	0.00220959595959596
Visa_msaldodolares	0.000943112428278487	0.00297176442886999	0.00268308080808081
mforex_sell	0.000866879920529769	0.00307796887783619	0.00149936868686869
ccajas_extracciones	0.000859409875957571	0.00227688982753909	0.00213068181818182
ccajas_consultas	0.000739398072302194	0.00602064597195	0.00165719696969697
Visa_mconsumototal	0.000703962203208794	0.00226157175709282	0.00205176767676768
cseguro_vida	0.00067454130251037	0.00380998964260031	0.00110479797979798
catm_trx	0.000660035422596546	0.00142326679453705	0.00149936868686869
internet	0.000642920890758927	0.000494726035984777	0.000946969696969697
tmobile_app	0.000518513101127476	0.000354009233478508	0.00126262626262626
Master_mconsumosdolares	0.000512800225472306	0.000858789917429871	0.000789141414141414
mttarjeta_master_debitos_automaticos	0.000507222496232035	0.00214138188252668	0.000946969696969697
active_quarter	0.000479578195497138	0.000759217212895823	0.000946969696969697
ccheques_depositados	0.000471232248488896	0.00486199627352207	0.000789141414141414
matm_other	0.000458430007447809	0.00346169504206127	0.00410353535353535
Master_mpagosdolares	0.000298180350522217	0.000269479675808265	0.00055239898989899
Master_mconsumototal	0.000294645966940373	0.000807314149255291	0.00055239898989899
catm_trx_other	0.000201337977584433	0.00156782623123802	0.00126262626262626
minversion2	0.00019414510384583	0.00147202270803313	0.000236742424242424
cseguro_accidentes_personales	0.000177285352394601	0.000283481890634618	0.000315656565656566
Master_mpagado	0.000171861864267877	0.000560430673542252	0.00055239898989899
ccajas_depositos	0.000129658378100256	0.00262695988877104	0.000473484848484849
cseguro_vivienda	0.000106971866989045	0.000903390497389353	0.000710227272727273
cforex	0.000100194748085196	8.1795012418634e-05	0.000157828282828283
cforex_sell	7.46831531807461e-05	5.65691997368641e-05	7.89141414141414e-05
ctarjeta_master_debitos_automaticos	6.84420174652696e-05	4.74547484492663e-05	0.000157828282828283
Master_msaldodolares	6.81861046097232e-05	0.000123977943775005	0.000157828282828283
mcheques_depositados	3.7970263465207e-05	0.000490579097061385	7.89141414141414e-05
mcaja_ahorro_adicional	2.6234208255326e-05	0.000349411084095334	7.89141414141414e-05
tcuentas	2.35743236077056e-05	0.000987852898153954	0.000157828282828283
cplazo_fijo	1.10058014731636e-05	0.000493926449076977	7.89141414141414e-05
ctarjeta_visa	3.34732923533907e-07	3.36246231936204e-05	7.89141414141414e-05
Visa_madelantopesos	4.19136818306023e-10	9.33397042291512e-05	0.000236742424242424
Visa_cadelantosefectivo	7.78178980407962e-11	4.57149648624786e-05	7.89141414141414e-05
