Feature	Gain	Cover	Frequency
ccajas_extracciones	0.00173984911748696	0.00441181979383753	0.00376647834274953
Visa_fultimo_cierre	0.00172035662979431	0.0116658899909581	0.00451977401129944
Visa_mlimitecompra	0.00164841521026531	0.00334837929678935	0.00414312617702448
mdescubierto_preacordado	0.00160184013984134	0.0105158552942731	0.00338983050847458
Master_msaldototal	0.00156487146542323	0.0039509899589166	0.00527306967984934
ctarjeta_visa_debitos_automaticos	0.00141375744097924	0.00587129409615532	0.00376647834274953
ctarjeta_visa	0.00132552121197885	0.000324544911361358	0.000376647834274953
ctarjeta_debito	0.0012917554512944	0.00111843325071608	0.00338983050847458
ccajas_consultas	0.00115900391072521	0.00955220085147394	0.00263653483992467
ctarjeta_master_transacciones	0.00113487716026148	0.000340712308898917	0.000376647834274953
Master_mpagospesos	0.00113279173565084	0.00173519670766375	0.00338983050847458
Master_mconsumospesos	0.00105189476994242	0.00423737542885329	0.00527306967984934
Master_fultimo_cierre	0.000978704181138609	0.00259669646289373	0.00414312617702448
matm	0.00093680169627607	0.0017781018450288	0.00414312617702448
ctransferencias_recibidas	0.000918897181343078	0.00198873319522094	0.00451977401129944
cprestamos_personales	0.000761581847134493	0.00548167498824028	0.00188323917137476
cextraccion_autoservicio	0.000712596375436561	0.0012534790671651	0.00263653483992467
cpagomiscuentas	0.000495142541559503	0.00175771136815531	0.00263653483992467
tmobile_app	0.000475032519720002	0.000558845736154883	0.00112994350282486
mforex_sell	0.000456522229314666	0.00463340080482283	0.00150659133709981
cseguro_vida	0.000449960148028802	0.00466916632502714	0.00112994350282486
Visa_msaldodolares	0.000412807907065861	0.00394272081554625	0.00338983050847458
Visa_mconsumototal	0.000396113968032684	0.00113086646832186	0.00150659133709981
Master_cconsumos	0.000385003863061043	0.00201006775370246	0.00263653483992467
mextraccion_autoservicio	0.000352389240080149	0.000813014421217452	0.00263653483992467
tpaquete4	0.000327189188891887	0.00595160846723867	0.00112994350282486
cinversion2	0.00029214157487742	0.00198386948907956	0.000376647834274953
cplazo_fijo	0.000287709570118294	0.00096930207384721	0.000376647834274953
Master_mconsumosdolares	0.000280563736826508	0.000804635696946162	0.00150659133709981
catm_trx	0.000188009362570671	0.000584782692475565	0.00150659133709981
Visa_mpagado	0.000186491293252604	0.00112937448220917	0.000376647834274953
cforex_sell	0.000165861026943012	0.000260541235916789	0.000376647834274953
internet	0.000165168780745716	0.000133048072332026	0.000376647834274953
Master_mconsumototal	0.000142436357148429	0.000149207040569513	0.000376647834274953
matm_other	0.000132335879159914	0.00223050237987801	0.00188323917137476
catm_trx_other	0.00012935122747642	0.000489750763466995	0.000753295668549906
mttarjeta_master_debitos_automaticos	0.000112627746565008	0.000180715764237602	0.000753295668549906
ctarjeta_master_debitos_automaticos	7.90059452991302e-05	0.000762615636088639	0.000753295668549906
