Feature	Gain	Cover	Frequency
internet	0.00142589170355478	0.00073005338179107	0.00121897163120567
cextraccion_autoservicio	0.00127088982658859	0.00201199810076859	0.00243794326241135
Visa_mconsumototal	0.00120149002294944	0.00264490283216185	0.00243794326241135
Visa_mpagado	0.00117445397208196	0.00245073483507928	0.00132978723404255
active_quarter	0.00106255601597779	0.000348958395555935	0.00121897163120567
ccajas_extracciones	0.00106202960046668	0.00368357185104162	0.00299202127659575
tmobile_app	0.000982061350877288	0.000491968302173763	0.00166223404255319
matm_other	0.000943730873451632	0.00291820931961222	0.00310283687943262
Visa_msaldodolares	0.000820986058823079	0.00305760795824454	0.00254875886524823
ccajas_consultas	0.000770499594702289	0.00302439537595329	0.00121897163120567
Master_mconsumototal	0.000739686517530476	0.0016913803083163	0.00188386524822695
mforex_sell	0.00069246518698646	0.00314993080935226	0.00166223404255319
cseguro_vida	0.000531196740409678	0.00250002725768451	0.000554078014184397
mttarjeta_master_debitos_automaticos	0.000515018315445859	0.00384676237287257	0.00144060283687943
catm_trx	0.00051270494661939	0.000944305016301989	0.00155141843971631
mcheques_depositados	0.000475207120291395	0.00546641144638214	0.000664893617021277
ctarjeta_master_transacciones	0.000458938924733232	0.000843138714820564	0.000664893617021277
ccheques_depositados	0.000396095146679678	0.00273076973359727	0.000443262411347518
Master_mpagosdolares	0.000387934009337155	0.000915793547577548	0.000997340425531915
Master_mconsumosdolares	0.00038621159716507	0.00028071836100118	0.000775709219858156
mprestamos_prendarios	0.000378994361744342	0.00756258164634743	0.000775709219858156
Master_mpagado	0.000322833054453297	0.00189807229360436	0.000886524822695036
ctarjeta_master	0.000290297978375579	6.51044195136316e-05	0.000110815602836879
catm_trx_other	0.000279813466022274	0.00103287344174191	0.000664893617021277
cforex_sell	0.000273954439755932	0.000153160248091155	0.000443262411347518
ctarjeta_master_debitos_automaticos	0.000229572732724219	0.000694804266019503	0.000443262411347518
minversion2	0.000228617516472656	0.00140264511710689	0.000221631205673759
cplazo_fijo	0.000197066796738621	0.00134221872121131	0.000221631205673759
ctarjeta_visa	0.000135497317818567	0.0013445415700562	0.000332446808510638
Master_msaldodolares	0.000131956785482196	0.000416381045924712	0.000221631205673759
cseguro_accidentes_personales	0.000111797492989558	0.000306509833762113	0.000221631205673759
cforex	8.05814642780675e-05	2.89363237815588e-05	0.000110815602836879
cprestamos_prendarios	7.60137185691233e-05	0.000867013721834713	0.000110815602836879
cseguro_vivienda	6.50399877764552e-05	0.000480007708717932	0.000332446808510638
Master_madelantopesos	2.85865279148695e-06	2.01482892848613e-05	0.000110815602836879
Visa_delinquency	1.63979581891465e-08	7.6829495492147e-05	0.000110815602836879
Visa_madelantopesos	4.95391234561845e-10	0.000130823031664184	0.000221631205673759
Visa_madelantodolares	2.87897471194019e-10	0.000114521527842144	0.000221631205673759
Visa_cadelantosefectivo	2.87730904575706e-10	0.000163726208642098	0.000110815602836879
